0.16996886	-0.002722676	-0.05993462	-0.023884263	0.0382957	-0.035646915	-0.0056085885	-0.041430354	-0.023827856	-0.017183276	-0.085167706	0.049358588	-0.074608326	-0.03008301	-0.03810281	0.060517214
0.08457403	0.012144238	-0.07831323	0.02764447	-0.030274676	0.068324864	-0.015939675	-0.059148595	0.014254149	9.446971e-05	-0.042454965	0.078890935	-0.067647554	-0.042372867	-0.016197152	0.01647643
0.11749045	-0.04424414	-0.084757164	-0.05072676	0.02463465	-0.0070202868	0.038407024	-0.05216153	0.025037494	0.046925206	0.008201876	0.07394442	-0.100186594	-0.10884265	-0.05702009	0.03259396
0.09741235	-0.024002276	-0.09097888	0.0007220192	0.03514347	0.06277044	-0.024261942	-0.0433676	0.04434048	-0.0025849696	-0.010376409	0.019693427	-0.045087967	-0.0265026	-0.04262742	0.0026821857
0.03544498	-0.05878815	-0.0841799	0.07815859	0.024258194	-0.01168602	0.014717728	-0.06525334	0.034834664	0.0021975434	-0.007036722	0.055771653	-0.020909833	-0.023158876	-0.0059904233	0.004653828
0.08174063	0.0105716055	-0.0867925	0.02542811	-0.015513537	-0.004594865	0.054053545	-0.017457403	-0.0028755618	0.023474442	-0.018555604	-0.005312984	-0.036169205	-0.0566981	0.015291087	0.08432176
0.03648006	-0.022521712	-0.18098907	0.015975762	0.0033154972	0.07440378	0.0072652646	-0.08298857	0.059295073	0.00592607	-0.094812855	0.065713	-0.079345636	-0.067409106	-0.07535299	-0.01577936
0.16012852	-0.021672262	-0.030751776	0.036457755	-0.01931352	0.081724055	0.0011135959	-0.025320154	-0.018750394	0.002876567	-0.049248606	-0.009045692	-0.06717935	-0.020252844	-0.060375	0.013227104
0.17837532	0.0072632683	-0.029467246	-0.039042972	0.025723096	0.06306535	0.022012278	-0.07250052	0.033696715	-0.039286304	-0.044593737	0.028227795	-0.03621317	-0.03846214	-0.026658349	-0.029194804
0.121340685	-0.014459186	-0.09128316	0.00017059177	0.021828242	0.013895036	-0.040328205	-0.027381202	0.14585343	0.051455237	-0.046987433	0.089037456	-0.092161715	-0.08854866	-0.048397597	-0.021824315
0.1157423	-0.043082643	-0.06776408	0.029433575	-0.028216267	0.029663963	0.007095511	-0.03824623	0.018648226	0.026065806	-0.015108487	0.055565413	-0.012921262	-0.015345464	-0.0019391126	0.0051334435
